ID,Uid,age,sex,labor,repic_sid,best_weight,last_weight
823,824,36,男,重,94:95:841:843:870:918:901:871:109:908:925:476:445:742:668:196:301:626:178:164:19:84:962:930,11.0:11.0:29.0:10.0:59.0:12.0:149.0:90.0:82.0:27.0:10.0:329.0:21.0:10.0:10.0:358.0:114.0:10.0:10.0:15.0:104.0:47.0:25.0:15.0,10.0:10.0:10.0:10.0:108.0:19.0:129.0:60.0:82.0:21.0:10.0:56.0:293.0:15.0:10.0:432.0:68.0:10.0:11.0:13.0:140.0:10.0:19.0:21.0
824,825,42,女,轻,256:869:198:809:195:107:94:832:112:116:120:679:746:622:646:625:957:935:932:463:27:909:905:904,10.0:10.0:167.0:10.0:322.0:10.0:135.0:10.0:9.0:9.0:9.0:10.0:23.0:9.0:9.0:9.0:10.0:53.0:10.0:200.0:100.0:50.0:236.0:63.0,29.0:24.0:260.0:20.0:69.0:9.0:168.0:10.0:9.0:9.0:9.0:10.0:10.0:9.0:9.0:9.0:10.0:27.0:10.0:223.0:71.0:40.0:137.0:162.0
825,826,44,女,重,113:135:627:115:287:521:916:507:891:931:881:929:1048:1:86:816:820:100:701:690,9.0:9.0:9.0:9.0:382.0:222.0:41.0:68.0:10.0:10.0:290.0:10.0:39.0:75.0:74.0:32.0:10.0:100.0:23.0:10.0,9.0:9.0:9.0:9.0:382.0:222.0:40.0:68.0:10.0:10.0:290.0:10.0:39.0:86.0:63.0:31.0:10.0:101.0:24.0:10.0
826,827,19,男,轻,891:851:868:110:883:811:109:870:640:630:28:451:120:123:957:715:364:915,57.0:51.0:9.0:62.0:35.0:51.0:73.0:209.0:9.0:9.0:115.0:279.0:9.0:9.0:68.0:9.0:442.0:68.0,10.0:23.0:10.0:91.0:120.0:31.0:9.0:169.0:9.0:9.0:151.0:284.0:9.0:9.0:39.0:10.0:499.0:40.0
827,828,36,女,中,870:1:627:178:132:120:672:8:444:206:243:639:811:869:914:930:940:94,300.0:59.0:138.0:12.0:22.0:9.0:146.0:93.0:279.0:379.0:47.0:9.0:94.0:9.0:40.0:41.0:34.0:101.0,301.0:11.0:9.0:9.0:9.0:9.0:10.0:141.0:350.0:353.0:36.0:9.0:49.0:10.0:50.0:10.0:47.0:101.0
828,829,35,女,轻,668:158:620:820:926:688:678:120:918:113:111:978:951:886:5:451:459:232,27.0:9.0:9.0:23.0:23.0:15.0:10.0:9.0:17.0:9.0:100.0:48.0:10.0:300.0:149.0:19.0:292.0:388.0,27.0:9.0:9.0:21.0:23.0:15.0:10.0:9.0:17.0:9.0:100.0:20.0:20.0:299.0:150.0:19.0:292.0:359.0
829,830,20,男,轻,675:444:95:55:680:877:737:653:818:238:620:94:913:926:457:814:870:195:207:97:159:941,10.0:206.0:53.0:149.0:10.0:170.0:35.0:10.0:10.0:283.0:12.0:23.0:23.0:22.0:144.0:10.0:130.0:10.0:206.0:23.0:12.0:56.0,22.0:168.0:10.0:151.0:10.0:154.0:10.0:15.0:19.0:207.0:10.0:80.0:10.0:40.0:181.0:10.0:145.0:20.0:168.0:10.0:10.0:40.0
830,831,31,女,中,187:340:620:102:917:908:646:627:98:103:932:17:681:836:871:468:155,181.0:214.0:105.0:38.0:9.0:61.0:24.0:9.0:16.0:48.0:69.0:147.0:66.0:9.0:300.0:281.0:25.0,240.0:137.0:9.0:10.0:14.0:36.0:9.0:9.0:10.0:81.0:40.0:149.0:10.0:65.0:300.0:307.0:9.0
831,832,32,女,中,902:978:880:842:621:102:445:929:664:738:94:945:759:100:873:538:444:908:928:238:214:123:124:132:79:20,54.0:10.0:94.0:10.0:9.0:73.0:102.0:42.0:9.0:35.0:14.0:10.0:10.0:14.0:152.0:93.0:64.0:30.0:20.0:305.0:119.0:9.0:9.0:9.0:39.0:112.0,66.0:10.0:35.0:10.0:9.0:10.0:63.0:35.0:9.0:29.0:16.0:10.0:10.0:73.0:196.0:117.0:168.0:13.0:36.0:103.0:296.0:9.0:9.0:9.0:58.0:91.0
832,833,37,女,轻,279:114:912:96:158:452:964:836:831:893:949:822:895:38:632:71:929:687,300.0:10.0:40.0:99.0:15.0:256.0:41.0:10.0:10.0:110.0:10.0:26.0:158.0:74.0:9.0:74.0:10.0:15.0,300.0:10.0:50.0:99.0:15.0:200.0:10.0:9.0:10.0:111.0:45.0:42.0:144.0:75.0:10.0:76.0:10.0:10.0
833,834,27,女,轻,534:549:870:892:921:869:677:120:449:684:916:129:895:823:119:909:809:680:637:636:199:97:930:31,10.0:266.0:216.0:60.0:14.0:10.0:10.0:9.0:73.0:11.0:13.0:9.0:24.0:10.0:9.0:13.0:10.0:10.0:9.0:9.0:419.0:102.0:55.0:150.0,10.0:330.0:255.0:24.0:15.0:10.0:10.0:9.0:10.0:10.0:13.0:9.0:18.0:10.0:9.0:13.0:25.0:10.0:9.0:9.0:394.0:101.0:43.0:150.0
834,835,20,女,重,637:936:677:951:919:189:675:112:215:646:822:123:908:642:667:125:909:602:456:873:107:21,9.0:86.0:10.0:9.0:31.0:330.0:43.0:56.0:130.0:63.0:10.0:121.0:9.0:53.0:10.0:9.0:9.0:116.0:234.0:300.0:101.0:149.0,9.0:11.0:10.0:29.0:10.0:462.0:10.0:9.0:38.0:9.0:10.0:9.0:30.0:9.0:44.0:9.0:10.0:43.0:253.0:300.0:100.0:151.0
835,836,44,女,重,871:465:112:861:633:300:287:622:521:870:690:979:630:763:872:96:114:684:939:158:225:919:920:90,199.0:155.0:9.0:9.0:17.0:95.0:69.0:9.0:140.0:11.0:9.0:40.0:9.0:9.0:92.0:99.0:9.0:62.0:51.0:12.0:190.0:40.0:10.0:150.0,124.0:50.0:9.0:10.0:10.0:128.0:199.0:9.0:207.0:56.0:10.0:20.0:9.0:18.0:121.0:101.0:9.0:30.0:20.0:9.0:86.0:10.0:36.0:150.0
836,837,37,女,轻,124:560:248:120:620:908:243:687:871:870:623:634:738:931:961:444:1023:675:228:820:816:11:110,9.0:126.0:341.0:9.0:9.0:50.0:29.0:9.0:120.0:180.0:9.0:14.0:65.0:9.0:55.0:195.0:9.0:9.0:30.0:9.0:9.0:150.0:101.0,9.0:228.0:278.0:9.0:9.0:40.0:140.0:10.0:84.0:216.0:9.0:9.0:10.0:28.0:10.0:100.0:10.0:35.0:19.0:10.0:10.0:149.0:101.0
837,838,31,男,轻,311:105:910:810:14:635:872:97:665:803:112:866:902:36:912:932:688:813:929:680:136:923:94:113:538,418.0:69.0:25.0:10.0:59.0:9.0:164.0:23.0:9.0:10.0:9.0:10.0:137.0:90.0:10.0:31.0:10.0:25.0:32.0:10.0:9.0:10.0:11.0:9.0:200.0,462.0:80.0:30.0:10.0:97.0:9.0:178.0:10.0:9.0:11.0:9.0:10.0:121.0:52.0:10.0:25.0:24.0:10.0:26.0:10.0:9.0:10.0:10.0:9.0:350.0
838,839,43,男,重,923:469:926:360:549:187:892:123:908:463:114:204:879:141:899:669:979:2:639:661:817:110,11.0:245.0:19.0:207.0:67.0:142.0:29.0:9.0:11.0:37.0:9.0:48.0:142.0:9.0:130.0:17.0:57.0:150.0:8.0:9.0:23.0:101.0,11.0:245.0:19.0:207.0:67.0:142.0:28.0:9.0:11.0:37.0:9.0:48.0:134.0:9.0:135.0:17.0:52.0:151.0:9.0:9.0:23.0:100.0
839,840,23,女,中,521:546:286:810:915:1031:95:909:94:646:945:966:907:877:809:864:17:74:738:667:142,29.0:230.0:375.0:10.0:18.0:18.0:10.0:29.0:90.0:14.0:47.0:10.0:149.0:83.0:10.0:10.0:75.0:74.0:35.0:10.0:11.0,52.0:240.0:300.0:10.0:10.0:55.0:10.0:40.0:90.0:14.0:10.0:10.0:123.0:90.0:10.0:35.0:73.0:76.0:10.0:10.0:11.0
840,841,37,女,中,495:130:49:870:445:910:990:77:908:673:667:936:444:629:620:106:107:823:809:204:368,181.0:9.0:93.0:299.0:56.0:9.0:10.0:59.0:68.0:41.0:10.0:58.0:113.0:73.0:24.0:70.0:31.0:14.0:10.0:43.0:363.0,258.0:10.0:94.0:301.0:10.0:18.0:34.0:56.0:31.0:44.0:11.0:26.0:81.0:15.0:10.0:90.0:10.0:10.0:10.0:158.0:268.0
841,842,25,男,轻,32:870:119:820:800:195:965:447:40:871:930:908:2:105:920:104:941:677:922:872:111:601:761:445:621:654,55.0:34.0:61.0:93.0:14.0:397.0:9.0:118.0:54.0:10.0:93.0:121.0:42.0:21.0:9.0:55.0:9.0:9.0:9.0:256.0:25.0:10.0:50.0:222.0:9.0:9.0,30.0:145.0:10.0:9.0:9.0:414.0:10.0:10.0:40.0:144.0:24.0:10.0:80.0:10.0:30.0:10.0:10.0:9.0:10.0:11.0:81.0:28.0:45.0:312.0:10.0:15.0
842,843,32,男,轻,871:620:683:668:112:667:644:621:139:870:884:137:352:519:1017:840:819:3:8:102:107:926:920,246.0:9.0:9.0:15.0:9.0:9.0:9.0:9.0:9.0:11.0:44.0:9.0:243.0:198.0:45.0:30.0:9.0:72.0:76.0:50.0:50.0:9.0:40.0,31.0:9.0:10.0:20.0:9.0:10.0:9.0:9.0:9.0:245.0:26.0:9.0:300.0:199.0:40.0:25.0:10.0:76.0:72.0:63.0:38.0:10.0:40.0
843,844,34,女,轻,1024:870:871:842:809:881:866:113:114:190:350:485:634:633:96:52:669:677:918:915,40.0:36.0:153.0:10.0:10.0:110.0:10.0:9.0:9.0:338.0:36.0:278.0:9.0:9.0:100.0:148.0:10.0:27.0:10.0:32.0,40.0:144.0:10.0:10.0:10.0:146.0:10.0:9.0:9.0:356.0:20.0:293.0:9.0:9.0:98.0:150.0:10.0:27.0:33.0:10.0
844,845,40,女,轻,668:476:1031:718:813:97:36:616:833:622:868:31:484:933:109:930:330:190:245:879:125:917,9.0:290.0:55.0:10.0:10.0:90.0:76.0:17.0:10.0:10.0:24.0:73.0:43.0:10.0:10.0:10.0:225.0:10.0:140.0:99.0:25.0:38.0,9.0:290.0:55.0:10.0:10.0:91.0:76.0:17.0:10.0:10.0:24.0:74.0:43.0:10.0:11.0:10.0:225.0:10.0:140.0:100.0:25.0:39.0
845,846,37,男,轻,72:820:101:661:684:568:864:643:558:1:622:873:738:910:9:886:876:109:456:919:670:844:94:959:939:940:114:371,86.0:10.0:12.0:9.0:10.0:10.0:10.0:9.0:330.0:17.0:9.0:152.0:25.0:10.0:49.0:47.0:103.0:80.0:10.0:40.0:10.0:10.0:11.0:10.0:42.0:10.0:9.0:398.0,16.0:13.0:33.0:9.0:10.0:127.0:10.0:9.0:120.0:16.0:9.0:125.0:21.0:10.0:119.0:39.0:135.0:10.0:102.0:40.0:10.0:10.0:57.0:10.0:26.0:39.0:9.0:426.0
846,847,45,女,重,106:248:456:112:949:186:187:33:107:929:113:968:51:463:601:1:122:924:909:870:901:706:684:788:624:858,11.0:249.0:89.0:9.0:10.0:31.0:124.0:100.0:92.0:22.0:9.0:10.0:41.0:10.0:250.0:11.0:9.0:28.0:12.0:202.0:96.0:10.0:10.0:19.0:9.0:10.0,13.0:176.0:10.0:9.0:10.0:40.0:224.0:49.0:89.0:21.0:9.0:19.0:70.0:330.0:10.0:33.0:9.0:12.0:28.0:193.0:105.0:10.0:10.0:19.0:9.0:10.0
847,848,44,女,重,71:300:677:983:926:114:680:871:870:927:286:695:113:856:948:928:820:94:112:647:454,151.0:201.0:35.0:39.0:70.0:55.0:10.0:289.0:10.0:20.0:299.0:10.0:42.0:10.0:35.0:25.0:10.0:100.0:57.0:47.0:350.0,151.0:205.0:10.0:10.0:30.0:9.0:34.0:291.0:10.0:10.0:213.0:10.0:9.0:10.0:33.0:10.0:10.0:100.0:9.0:9.0:351.0
848,849,21,女,轻,910:113:300:558:870:930:919:628:25:1046:667:101:112:104:94:705:168:73:620:625:818,40.0:9.0:405.0:296.0:300.0:10.0:10.0:9.0:38.0:54.0:55.0:11.0:9.0:76.0:16.0:10.0:9.0:114.0:9.0:9.0:10.0,40.0:9.0:300.0:296.0:300.0:10.0:10.0:9.0:43.0:52.0:55.0:9.0:9.0:80.0:9.0:10.0:9.0:106.0:9.0:9.0:10.0
849,850,43,男,重,866:868:908:178:940:121:3:885:669:871:322:36:208:910:668:8:913:634:630:96:476:614,9.0:9.0:10.0:9.0:52.0:27.0:11.0:66.0:9.0:234.0:307.0:11.0:193.0:30.0:136.0:119.0:10.0:57.0:9.0:109.0:317.0:33.0,9.0:9.0:10.0:9.0:40.0:9.0:130.0:282.0:9.0:17.0:288.0:10.0:106.0:28.0:46.0:10.0:12.0:9.0:9.0:100.0:194.0:155.0
850,851,34,男,中,94:98:642:910:697:646:810:676:829:809:746:112:908:124:100:114:922:875:877:444:449:215:196:945:955:37,81.0:11.0:9.0:27.0:10.0:9.0:16.0:10.0:10.0:10.0:10.0:9.0:10.0:9.0:11.0:9.0:10.0:89.0:211.0:341.0:10.0:202.0:197.0:21.0:19.0:150.0,80.0:10.0:9.0:27.0:10.0:9.0:16.0:10.0:10.0:10.0:10.0:9.0:10.0:9.0:10.0:9.0:10.0:93.0:207.0:340.0:9.0:202.0:197.0:21.0:19.0:151.0
851,852,29,女,轻,686:103:694:97:915:100:591:815:680:475:903:1:532:19:820:194:207:622:629:126:115:958,10.0:14.0:35.0:27.0:40.0:57.0:24.0:10.0:10.0:137.0:126.0:75.0:189.0:73.0:10.0:118.0:183.0:8.0:9.0:9.0:9.0:40.0,10.0:9.0:10.0:82.0:39.0:9.0:30.0:25.0:10.0:288.0:300.0:88.0:30.0:58.0:11.0:348.0:50.0:9.0:9.0:9.0:9.0:40.0
852,853,19,男,中,821:113:875:901:686:322:874:193:210:774:668:451:473:948:944:111:12:63:926:630,10.0:15.0:114.0:121.0:10.0:62.0:66.0:64.0:240.0:45.0:10.0:275.0:75.0:31.0:28.0:100.0:120.0:30.0:40.0:11.0,10.0:11.0:132.0:98.0:21.0:38.0:68.0:235.0:181.0:10.0:9.0:10.0:341.0:21.0:19.0:100.0:141.0:9.0:38.0:14.0
853,854,27,女,中,824:690:192:688:898:71:6:1:908:621:1022:919:935:954:106:881:105:113:548,35.0:10.0:381.0:10.0:24.0:67.0:22.0:59.0:10.0:25.0:10.0:40.0:38.0:10.0:46.0:275.0:52.0:10.0:200.0,10.0:10.0:399.0:40.0:37.0:63.0:32.0:55.0:24.0:12.0:39.0:16.0:18.0:10.0:50.0:263.0:50.0:13.0:200.0
854,855,44,男,轻,896:946:673:870:998:881:668:929:95:105:114:125:660:633:209:284:251:852:23:2:472:914,97.0:55.0:10.0:139.0:10.0:64.0:10.0:10.0:91.0:9.0:9.0:9.0:9.0:9.0:202.0:10.0:171.0:31.0:20.0:129.0:269.0:40.0,37.0:10.0:21.0:68.0:10.0:195.0:10.0:34.0:90.0:9.0:9.0:9.0:9.0:9.0:146.0:10.0:242.0:19.0:11.0:138.0:347.0:39.0
855,856,44,女,轻,825:672:301:218:694:667:8:1:199:813:1039:37:935:850:934:459:446:648:109:925:147:877,10.0:10.0:178.0:38.0:24.0:10.0:45.0:54.0:158.0:10.0:10.0:48.0:10.0:10.0:26.0:173.0:150.0:12.0:99.0:50.0:14.0:88.0,10.0:10.0:163.0:38.0:23.0:11.0:47.0:54.0:254.0:10.0:10.0:50.0:26.0:10.0:10.0:124.0:172.0:15.0:99.0:50.0:20.0:88.0
856,857,34,男,重,444:458:870:95:673:921:809:96:810:671:919:833:908:94:738:193:300:1053:939:647:145:17,340.0:10.0:300.0:130.0:94.0:67.0:38.0:9.0:35.0:90.0:9.0:73.0:9.0:9.0:9.0:197.0:104.0:33.0:45.0:25.0:10.0:104.0,9.0:341.0:300.0:9.0:10.0:10.0:10.0:80.0:10.0:25.0:30.0:10.0:10.0:9.0:10.0:191.0:201.0:10.0:32.0:25.0:9.0:151.0
857,858,38,女,重,820:673:857:114:300:195:460:875:57:192:687:97:680:600:1:919:909:627:630:952,19.0:9.0:151.0:32.0:314.0:108.0:199.0:299.0:17.0:78.0:25.0:63.0:9.0:93.0:220.0:10.0:40.0:120.0:9.0:74.0,10.0:10.0:32.0:10.0:10.0:481.0:340.0:302.0:9.0:10.0:10.0:100.0:10.0:10.0:142.0:35.0:10.0:10.0:15.0:40.0
858,859,22,女,轻,620:621:809:647:451:520:100:460:99:810:825:94:784:1:25:120:148:919:920:1005:938:353:892,9.0:9.0:10.0:9.0:99.0:146.0:9.0:104.0:9.0:39.0:10.0:143.0:10.0:29.0:60.0:9.0:9.0:10.0:40.0:10.0:38.0:389.0:231.0,9.0:9.0:13.0:9.0:53.0:15.0:10.0:237.0:10.0:10.0:11.0:80.0:12.0:52.0:98.0:9.0:9.0:10.0:40.0:12.0:29.0:304.0:296.0
859,860,21,女,重,871:110:454:878:106:451:94:633:666:669:928:927:963:821:203:228:114:6,185.0:71.0:267.0:113.0:66.0:82.0:10.0:9.0:53.0:44.0:26.0:23.0:40.0:10.0:162.0:203.0:9.0:101.0,150.0:80.0:27.0:150.0:9.0:286.0:9.0:10.0:15.0:10.0:15.0:34.0:40.0:65.0:242.0:129.0:10.0:149.0
860,861,42,女,重,94:711:886:150:838:908:912:627:120:698:761:1:68:445:357:444:206:115:1045:952,101.0:171.0:300.0:9.0:9.0:37.0:10.0:9.0:80.0:9.0:96.0:95.0:56.0:214.0:243.0:165.0:173.0:9.0:60.0:148.0,100.0:9.0:300.0:9.0:9.0:10.0:40.0:9.0:9.0:9.0:80.0:10.0:140.0:184.0:493.0:165.0:9.0:9.0:65.0:10.0
861,862,18,男,轻,1:910:870:878:904:909:48:18:480:449:679:691:800:810:970:132:127:195:216:658:653:107,38.0:40.0:166.0:93.0:40.0:10.0:78.0:34.0:223.0:126.0:24.0:10.0:10.0:21.0:41.0:9.0:9.0:357.0:46.0:9.0:9.0:100.0,122.0:10.0:207.0:23.0:71.0:40.0:13.0:13.0:232.0:28.0:10.0:10.0:10.0:33.0:40.0:9.0:9.0:288.0:78.0:9.0:9.0:100.0
862,863,40,女,中,642:47:620:987:909:815:55:929:96:108:871:913:533:810:978:479:908:883:870:603:809:56:94:191:112:765,16.0:74.0:10.0:10.0:10.0:13.0:19.0:11.0:72.0:16.0:213.0:27.0:244.0:10.0:29.0:10.0:12.0:70.0:15.0:26.0:26.0:59.0:15.0:398.0:10.0:25.0,15.0:68.0:9.0:10.0:10.0:13.0:21.0:11.0:66.0:17.0:224.0:27.0:252.0:10.0:27.0:10.0:12.0:65.0:11.0:26.0:24.0:61.0:16.0:371.0:9.0:24.0
863,864,20,女,重,889:930:828:112:820:822:108:1031:6:870:943:5:132:919:531:110:121:1:884:911:910:635:686:680:246,10.0:10.0:10.0:9.0:10.0:20.0:11.0:10.0:22.0:280.0:40.0:81.0:9.0:30.0:239.0:92.0:9.0:49.0:10.0:10.0:10.0:10.0:10.0:24.0:395.0,10.0:10.0:10.0:9.0:10.0:20.0:11.0:10.0:22.0:279.0:40.0:80.0:9.0:30.0:240.0:91.0:9.0:49.0:10.0:10.0:10.0:10.0:10.0:24.0:394.0
864,865,29,男,重,657:95:930:251:627:830:521:918:954:484:209:133:112:726:690:809:256:113:820:29:887:907,9.0:101.0:10.0:337.0:9.0:10.0:152.0:42.0:65.0:126.0:83.0:9.0:9.0:10.0:18.0:10.0:24.0:9.0:27.0:149.0:88.0:213.0,9.0:100.0:10.0:337.0:9.0:10.0:152.0:42.0:65.0:126.0:83.0:9.0:9.0:10.0:18.0:10.0:24.0:9.0:27.0:150.0:86.0:214.0
865,866,24,男,轻,578:685:446:868:837:444:809:197:670:729:238:96:94:114:117:629:655:930:931:923:876:62:21,36.0:10.0:26.0:10.0:10.0:287.0:10.0:60.0:10.0:22.0:310.0:10.0:90.0:9.0:9.0:9.0:9.0:36.0:27.0:44.0:173.0:41.0:108.0,78.0:10.0:10.0:10.0:10.0:261.0:25.0:16.0:10.0:10.0:366.0:62.0:40.0:9.0:9.0:9.0:9.0:10.0:37.0:39.0:186.0:65.0:83.0
866,867,27,女,中,894:94:890:810:945:1031:1068:105:878:816:505:908:926:911:2:133:194:300:256:640:639:627:716,141.0:111.0:57.0:10.0:10.0:55.0:10.0:10.0:99.0:53.0:284.0:10.0:10.0:30.0:127.0:9.0:172.0:186.0:51.0:9.0:9.0:9.0:11.0,153.0:90.0:47.0:10.0:10.0:55.0:10.0:10.0:99.0:53.0:351.0:10.0:10.0:30.0:148.0:9.0:172.0:186.0:51.0:9.0:9.0:9.0:11.0
867,868,43,女,中,195:196:903:873:870:816:817:909:919:908:959:972:1022:450:455:578:657:631:106:107:683:4:11:74:125:157:112,82.0:317.0:44.0:147.0:110.0:14.0:14.0:27.0:12.0:10.0:23.0:10.0:27.0:10.0:55.0:269.0:9.0:9.0:42.0:57.0:12.0:44.0:54.0:50.0:9.0:9.0:9.0,99.0:328.0:43.0:148.0:109.0:10.0:26.0:10.0:10.0:30.0:10.0:24.0:10.0:72.0:26.0:208.0:9.0:9.0:54.0:48.0:10.0:55.0:43.0:53.0:9.0:9.0:9.0
868,869,27,男,中,107:1017:920:1031:809:106:623:811:667:620:709:726:94:933:7:276:206:883:454:553:143,38.0:25.0:50.0:20.0:9.0:52.0:61.0:89.0:30.0:85.0:56.0:50.0:10.0:19.0:151.0:350.0:149.0:300.0:86.0:263.0:9.0,115.0:9.0:44.0:55.0:10.0:9.0:16.0:10.0:23.0:10.0:10.0:22.0:9.0:10.0:117.0:265.0:104.0:300.0:341.0:10.0:10.0
869,870,33,男,中,98:620:809:870:621:99:871:1:811:810:882:17:44:624:103:454:445:914:927:151:207:208:671:930:932,11.0:26.0:111.0:182.0:37.0:78.0:158.0:22.0:9.0:9.0:9.0:22.0:107.0:96.0:11.0:329.0:20.0:42.0:9.0:9.0:93.0:309.0:88.0:50.0:23.0,9.0:9.0:9.0:86.0:9.0:81.0:48.0:9.0:9.0:9.0:166.0:132.0:9.0:9.0:9.0:340.0:9.0:32.0:10.0:9.0:134.0:190.0:45.0:29.0:28.0
870,871,29,男,重,2:465:444:275:10:215:1:460:811:927:131:113:657:620:874:670:956:95,10.0:20.0:320.0:367.0:124.0:91.0:10.0:10.0:27.0:50.0:9.0:54.0:117.0:9.0:300.0:35.0:92.0:112.0,124.0:114.0:226.0:408.0:15.0:38.0:11.0:10.0:10.0:50.0:9.0:9.0:9.0:9.0:300.0:63.0:62.0:103.0
871,872,22,男,轻,817:136:101:885:895:908:912:871:99:828:820:94:928:973:524:485:503:669:686:622:311:190:285:50,9.0:10.0:10.0:156.0:61.0:30.0:10.0:85.0:80.0:10.0:9.0:10.0:10.0:39.0:189.0:15.0:77.0:34.0:9.0:26.0:147.0:283.0:30.0:150.0,10.0:10.0:11.0:163.0:47.0:30.0:10.0:92.0:81.0:10.0:10.0:11.0:10.0:39.0:189.0:15.0:77.0:35.0:10.0:26.0:147.0:283.0:30.0:149.0
872,873,25,女,中,96:920:909:205:678:893:444:251:235:116:94:751:158:1:870:667:929:95:883:823:820:628,11.0:10.0:40.0:30.0:28.0:108.0:281.0:88.0:212.0:12.0:11.0:9.0:13.0:150.0:31.0:17.0:39.0:81.0:161.0:9.0:9.0:10.0,81.0:40.0:10.0:294.0:30.0:126.0:200.0:51.0:50.0:10.0:11.0:9.0:15.0:150.0:29.0:15.0:40.0:11.0:145.0:9.0:9.0:10.0
873,874,34,男,轻,646:879:627:216:20:121:122:810:882:870:340:620:39:829:1:764:676:920:928:954:946:948:471:496:95,9.0:88.0:9.0:70.0:35.0:24.0:9.0:13.0:127.0:86.0:291.0:9.0:81.0:10.0:35.0:42.0:10.0:9.0:40.0:10.0:10.0:38.0:10.0:332.0:101.0,9.0:116.0:9.0:26.0:44.0:9.0:9.0:24.0:9.0:175.0:362.0:9.0:62.0:10.0:42.0:10.0:18.0:10.0:40.0:10.0:30.0:10.0:10.0:319.0:100.0
874,875,33,女,重,620:929:909:903:28:810:592:840:94:450:187:908:451:926:2:870:990:809:962:165:112:807,15.0:10.0:30.0:141.0:62.0:10.0:22.0:29.0:101.0:247.0:395.0:10.0:80.0:10.0:88.0:159.0:18.0:10.0:23.0:10.0:10.0:10.0,15.0:10.0:27.0:161.0:51.0:10.0:10.0:24.0:101.0:318.0:395.0:10.0:23.0:10.0:99.0:139.0:15.0:10.0:19.0:10.0:9.0:10.0
875,876,41,男,中,931:908:1:287:101:653:871:942:909:189:95:664:913:698:725:830:870:54:453:950:903:558:27:94:825:733:444:145,24.0:30.0:38.0:245.0:14.0:10.0:43.0:24.0:10.0:204.0:74.0:10.0:10.0:10.0:10.0:10.0:114.0:92.0:288.0:10.0:142.0:10.0:22.0:14.0:14.0:10.0:51.0:10.0,12.0:10.0:9.0:177.0:11.0:10.0:110.0:17.0:10.0:238.0:79.0:10.0:30.0:10.0:10.0:10.0:63.0:130.0:296.0:12.0:126.0:9.0:9.0:11.0:10.0:10.0:43.0:10.0
876,877,40,男,重,185:637:98:112:908:186:870:924:994:19:105:896:938:929:523:866:681,263.0:24.0:11.0:10.0:19.0:159.0:92.0:31.0:19.0:151.0:91.0:208.0:10.0:31.0:314.0:13.0:28.0,263.0:17.0:10.0:10.0:19.0:159.0:106.0:31.0:18.0:149.0:90.0:194.0:10.0:23.0:339.0:20.0:20.0
877,878,42,男,轻,212:108:2:299:667:941:918:5:623:908:846:681:240:871:131:884:859:1:952:626:691:860:922:620:490,228.0:101.0:16.0:20.0:9.0:61.0:73.0:94.0:9.0:9.0:9.0:103.0:164.0:276.0:9.0:25.0:9.0:41.0:10.0:9.0:81.0:9.0:57.0:9.0:334.0,308.0:100.0:15.0:24.0:10.0:10.0:15.0:64.0:10.0:10.0:25.0:10.0:68.0:236.0:9.0:63.0:10.0:69.0:33.0:9.0:10.0:10.0:24.0:9.0:200.0
878,879,34,女,轻,870:813:809:572:953:893:1023:257:909:929:75:73:624:623:706:673:123:97,271.0:10.0:42.0:251.0:10.0:29.0:55.0:164.0:50.0:10.0:50.0:99.0:9.0:9.0:10.0:10.0:16.0:100.0,283.0:10.0:12.0:297.0:10.0:16.0:50.0:195.0:46.0:10.0:76.0:73.0:10.0:10.0:31.0:10.0:15.0:101.0
879,880,40,女,重,292:879:118:836:668:745:101:444:158:830:30:62:110:514:457:929:1042:621:651:916:915,422.0:175.0:9.0:10.0:10.0:45.0:90.0:139.0:9.0:10.0:40.0:109.0:10.0:18.0:191.0:10.0:65.0:9.0:9.0:24.0:16.0,396.0:202.0:9.0:10.0:10.0:10.0:70.0:179.0:9.0:45.0:33.0:115.0:31.0:161.0:10.0:10.0:51.0:9.0:9.0:10.0:40.0
880,881,36,女,重,2:620:871:621:1:881:870:99:639:98:5:101:708:667:929:995:120:119:928:846:811:462:454:191,16.0:31.0:116.0:107.0:16.0:33.0:152.0:86.0:59.0:9.0:112.0:9.0:9.0:55.0:60.0:10.0:21.0:9.0:75.0:9.0:9.0:76.0:273.0:300.0,10.0:9.0:9.0:9.0:10.0:281.0:9.0:82.0:9.0:10.0:130.0:10.0:10.0:44.0:34.0:10.0:9.0:9.0:48.0:10.0:10.0:10.0:340.0:431.0
881,882,36,女,重,120:809:883:195:869:917:803:741:445:31:915:1:214:2:573:817:448:879:920:186:997:640:104,10.0:35.0:151.0:462.0:10.0:10.0:10.0:10.0:162.0:32.0:30.0:86.0:28.0:32.0:32.0:10.0:87.0:149.0:10.0:10.0:58.0:20.0:100.0,25.0:10.0:161.0:184.0:10.0:12.0:25.0:10.0:11.0:63.0:28.0:41.0:238.0:44.0:200.0:13.0:75.0:140.0:10.0:76.0:39.0:10.0:100.0
